Title,Location,Rooms,Size,Floor,Series,Price
"Zemi komunālie maksājumi. 
Izīrē jaunu pilnīgi mēbelētu dzīvokl",PurvciemsDzelzavas 106,2,46,2/7,Jaun.,540  €/mēn.
Īpašnieks izīrē dzīvokli jaunbūvē jaunajā Bonava (Ncc) projekta,JuglaJuglas 250,2,42,2/5,Jaun.,550  €/mēn.
"Īrei piedāvājam iekārtotu, mēbelētu četristabu dzīvokli pašā Rīg",centrsLāčplēša 68,4,93,5/6,Renov.,950  €/mēn.
"Aiz Imantas 2km Spilvē, Babītes pagasts izīrē 2 istabu dzīvokli",ImantaSlokas 150,2,44,3/3,Renov.,320  €/mēn.
Однокомнатная квартира с печным отоплением. Недалеко от Агенскал,ĀgenskalnsM. Nometņu 5,1,26,1/5,P. kara,270  €/mēn.
"Mēs esam bērnu un dzīvnieku draudzīgi. 
Īres līgums tiek reģist",centrsTērbatas 72,3,75,4/7,Jaun.,950  €/mēn.
"Mēs esam bērnu un dzīvnieku draudzīgi. 
Īres līgums tiek reģist",centrsTērbatas 72,2,55,4/7,Jaun.,650  €/mēn.
"Mēs esam bērnu un dzīvnieku draudzīgi. 
Īres līgums tiek reģist",centrsTērbatas 72,2,54,4/7,Jaun.,650  €/mēn.
Tiek izīrēts labs un vienkāršs dzīvoklis 602.sērijas mājā. Nofor,ZiepniekkalnsValdeķu 62,1,36,5/9,602.,195  €/mēn.
Tiek izīrēts 1-istabas dzīvoklis centrā. Viss tīrs un svaigs. Sl,centrsAsara 20,1,25,4/6,P. kara,220  €/mēn.
"SIA ""Rīgas nami"" izīrē plašu 4 istabu dzīvokli vēsturiskajās “Jē",VecrīgaTorņa 4,4,126,3/4,P. kara,630  €/mēn.
"SIA ""Rīgas nami"" izīrē plašu 4 istabu dzīvokli vēsturiskajās “Jē",VecrīgaTorņa 4,4,114,3/3,P. kara,572  €/mēn.
"Izīrējam 1-istabu dzīvokli. Māja atrodas Sarkandaugavā, netālu n",SarkandaugavaSarkandaugavas 6,1,30,5/5,P. kara,170  €/mēn.
Īzīrē 2-istabu dzīvokli projektā Ezerjugla ar lielisku plānojumu,JuglaMurjāņu 153,2,50,3/4,Jaun.,600  €/mēn.
Eklektikas stilā tikko izremontēts un labiekārtots 2 istabu mājī,centrsZvaigžņu 24,2,30,4/6,Renov.,35  €/dienā
Izīrējam atsevišķu nelielu istabu studentei/am. Māja ir skaistā,ĀgenskalnsDaugavgrīvas 36,1,20,3/3,P. kara,120  €/mēn.
Izīrē jaunu 2-istabu dzīvokli restaurētā eklektisma stilā namīpa,centrsPulkv. Brieža 10,2,42,6/7,Renov.,500  €/mēn.
"Īpašnieks izīrē 1-istabas dzīvokli uz ilgu termiņu. 
Dzīvoklis",MežciemsBiķernieku 262,1,28,3/5,Renov.,145  €/mēn.
"Izīrējam ļoti skaistu, plašu un saulainu 4-istabu dzīvokli ar ba",centrsBruņinieku 28,4,116,5/6,P. kara,"1,200  €/mēn."
"Tiek izīrēts plašs, ļoti saulains un mājīgs dzīvoklis Pļavniekos",PļavniekiPļavnieku 2D,3,75,6/16,104.,460  €/mēn.
Fiksēta īres maksa bez papildus izdevumiem. Rvr Smart Apartments,TeikaZemgala 77,1,18,3/4,Renov.,500  €/mēn.
"Сдаётся на короткие сроки
Возможна почасовая аренда 
Все Удобс",ImantaDammes 6,2,50,5/9,602.,30  €/dienā
"Istabas 16M²(Caurstaigājama), 11M², 2, 5m²apģērbu novietne. Jaun",MangaļiOstas pr. 6,2,40,1/5,Hrušč.,350  €/mēn.
"Uz īri tiek piedāvāts 2-istabu dzīvoklis unikālā projektā, kas a",VecrīgaVāgnera 11,2,69,3/6,Jaun.,"1,400  €/mēn."
Uz īri tiek piedāvāts 3-istabu dzīvoklis unikālā projektā Vecrīg,VecrīgaVāgnera 11,3,123,4/6,Jaun.,"3,500  €/mēn."
"Izīrē 1 istabu 4-istabu dzīvoklī. Slēdzama kāpņutelpa, centrālā",centrsBriāna 20,1,15,5/5,P. kara,175  €/mēn.
New apartment in the center of Riga. Beautiful view of the city.,centrsTirgoņu 11,2,61,3/5,Renov.,790  €/mēn.
